ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs
XV000910,phl,tsrap ɣáli bhílu.,tsrap\tɣáli\tbhe\t-íl\t-u,INT\tsilent\tbecome\t-PFV\t-MSG,It became completely silent.,,,A:DLX126,,SN000902 ; SN002369
XV000911,phl,míiš teeṇíi ɣaltí ki búdu.,méeš\tteeṇíi\tɣaltí\tki\tbud\t-u,man\tREFL\tfault\tat\tunderstand.PFV\t-MSG,The man became aware of his mistake.,,,A:DLX177,,SN000903 ; SN001272
XV000912,phl,thée basaánd nheeṛíilu seentá taníi ɣam bi ziaát bhíi de.,thée\tbasánd\tnhiaaṛé\t-íl\t-u\tseentá\ttaníi\tɣam\tbi\tziaát\tbhe\t-e\tde,then\tspring\tcome.near\t-PFV\t-MSG\tCONDH\t3PL.REM.GEN\tgrief\tSEP\texcessive\tbecome\t-3SG\tPST,"As the spring was approaching, their sorrow increased.",,,A:SHY013,,SN000905 ; SN001651 ; SN002269
XV000913,phl,phaí teeṇíi yaaríi ɣamí ki deesá lekhéeni.,phaí\tteeṇíi\tyaár\t-ii\tɣam\t-í\tki\tdeés\t-a\tlekhé\t-án\t-i,girl\tREFL\tfriend\t-GEN\tgrief\t-OBL\tat\tday\t-PL\tcount\t-PRS\t-F,The girl counted the days of grief since her friend had left.,,,A:SHY041,,SN000905 ; SN001391
XV000914,phl,se ɣarí the asím tas phedóolu.,se\tɣar\t-í\tthe\tasím\ttas\tphedá\t-íl\t-u,REM\tpeak\t-OBL\tto\t1PL.ERG\t3SG.ACC\tbring\t-PFV\t-MSG,We brought him up to the top.,,,A:GHA029,,SN000906
XV000915,phl,"ma bíiḍu ɣaríb, ma sangí madád the.",ma\tbíiḍ\t-u\tɣaríb\tma\tsangí\tmadád\tthe,1SG.NOM\tmuch\t-MSG\tpoor\t1SG.NOM\twith\thelp\tdo,"I am very poor, please help me!",,,B:DHN1103,,SN000908
XV000916,phl,xudaái ɣaríibii ɣaribí díi saatíi.,xudaái\tɣaríb\t-ii\tɣaribí\tdíi\tsaaté\t-e,God\tpoor\t-GEN\tpoverty\tfrom\tlook.after\t-3SG,God will protect the poor from poverty. [Proverb],,,A:NH12:1:206,,SN000909 ; SN002021
XV000917,phl,har insaán teeṇíi ɣooǰulíi ghaáu šóo ǰhaanáanu.,har\tinsaán\tteeṇíi\tɣooǰúl\t-ii\tghaáu\tšu\t-u\tǰháan\t-án\t-u,every\tman\tREFL\tstall\t-GEN\tcow\tgood\t-MSG\tknow\t-PRS\t-MSG,Every person knows the cow in his own stall best. [Proverb],,,A:NH12:1:008,,SN000910 ; SN002628
XV000918,phl,so báaṭ ɣoṛ de.,so\tbaṭ\tɣoṛ\tde,REM.MSG.NOM\tstone\tgreasy\tPST,The stone was greasy.,,,A:BRE012,,SN000912
XV000919,phl,huǰút safaá the ɣusúl the néewi paaṇṭí ṣaá yha.,huǰút\tsafaá\tthe\t-í\tɣusúl\tthe\t-í\tnaw\t-i\tpaaṇṭí\tṣa\t-í\tyhéi,body\tclean\tdo\t-CV\tbath\tdo\t-CV\tnew\t-F\tclothes\tput.on\t-CV\tcome,"Wash yourself, take a bath, put on new clothes, then come!",,,A:BHB203,,SN000914 ; SN001629 ; SN001749 ; SN002032
XV000920,phl,ga haál híni.,ga\thaál\thin\t-i,what\tcondition\tbe.PRS\t-F,How are you?,,,A:DLX127,,SN000920
XV000921,phl,na ta duaá thíilu na ba háanǰa díta.,na\tta\tduaá\tthe\t-íl\t-u\tna\tba\tháanǰa\tdit\t-a,NEG\tDS\tprayer\tdo\t-PFV\t-MSG\tNEG\tTOP\tNVE\tgive.PFV\t-MPL,"Neither did he pray, nor did he curse.",,,A:PIR038-9,,SN000923 ; SN001617
XV000922,phl,"kaṭamušíi méemi qisá ṣuṇí hansí ba maníitu hínu ki kha míi putr, taníi báaba tu na kháai bhóon.",kaṭamúš\t-ii\tmáami\tqisá\tṣuṇ\t-í\thans\t-í\tba\tmaníit\t-u\thin\t-u\tki\tkha\tmíi\tputr\ttaníi\tbáabu\t-a\ttu\tna\tkha\t-áa\tbha\t-en,<person>\t-GEN\tmother's.mother\tstory\thear\t-CV\tlaugh\t-CV\tTOP\tsay.PFV\t-MSG\tbe.PRS\t-MSG\tCOMP\teat\t1SG.GEN\tson\t3PL.REM.GEN\tfather\t-PL\t2SG.NOM\tNEG\teat\t-INF\tbe.able.to\t-3PL,"When Katamosh's grandmother heard his story, she laughed saying, ""Eat my son! Not even their fathers will be able to eat you.""",,,A:KAT073-4,,SN000924 ; SN001512 ; SN001932 ; SN001955
XV000923,phl,típa las haár dainií asíi mooqá hínu.,típa\tlas\thaár\tde\t-ainií\tasíi\tmooqá\thin\t-u,now\t3SG.DIST.ACC\tdefeat\tgive\t-VN\t1PL.GEN\toccasion\tbe.PRS\t-MSG,Now is our chance to defeat him.,,,A:BEZ070,,SN000926
XV000924,phl,aní toobaák ma díi kií híṛi.,aní\ttoobák\tma\tdíi\tkií\thiṛ\t-i,PROX\trifle\t1SG.NOM\tfrom\twho.OBL\ttake.away.PFV\t-F,Who took this gun from me?,,,A:AYA018,,SN000927 ; SN001440
XV000925,phl,ma aní šaaká háarum ghooṣṭá harí kúṛi angóor ǰheelí tanaám the gúuli thíi.,ma\taní\tšaák\t-a\thar\t-um\tghoóṣṭ\t-a\thar\t-í\tkúṛi\tangáar\tǰhaalé\t-í\ttanaám\tthe\tgúuli\tthe\t-e,1SG.NOM\tPROX\twood\t-PL\ttake.away\t-1SG\thouse\t-OBL\ttake.away\t-CV\twoman\tfire\tlight\t-CV\t3PL.ACC\tto\tbread\tdo\t-3SG,I will take this wood to my house so that my wife can make a fire and cook food for them [the children].,,,A:KIN017,,SN000927 ; SN001088 ; SN002265 ; SN002316
XV000926,phl,asíi tu teeṇteeṇíi ghooṣṭóom the práaču hareeṇḍeéu.,asíi\ttu\tteeṇ-\tteeṇíi\tghoóṣṭ\t-am\tthe\tpráaču\thar\t-eeṇḍeéu,1PL.GEN\t2SG.NOM\tRED-\tREFL\thouse\t-PL.OBL\tto\tguest\ttake.away\t-OBLG,We should bring you to our homes as a guest.,,,A:BHB251,,SN000927
XV000927,phl,rhootašíia ǰhambréeṛi harainií waxt yhóolu ta.,rhootašíi\t-a\tǰhambráaṛi\thar\t-ainií\twaxt\tyhéi\t-íl\t-u\tta,morning\t-OBL\tbride\ttake.away\t-VN\ttime\tcome\t-PFV\t-MSG\tDS,In the morning it was time to bring the bride [to the bridegroom's home].,,,A:GHU010,,SN000927
XV000928,phl,báaba tas ḍaakṭará the híṛu.,báabu\t-a\ttas\tḍaakṭár\t-a\tthe\thiṛ\t-u,father\t-OBL\t3SG.ACC\tdoctor\t-OBL\tto\ttake.away.PFV\t-MSG,His father took him to the doctor.,,,A:DLX087,,SN000927
XV000929,phl,"alaahtaalaá kilí ta thíi háata díti, ǰandrá ba míi háata dítu.",alaahtaalaá\tkilí\tta\tthíi\that\t-a\tdit\t-i\tǰandrá\tba\tmíi\that\t-a\tdit\t-u,God.Almighty\tkey\tDS\t2SG.GEN\thand\t-OBL\tput.PFV\t-F\tlock\tTOP\t1SG.GEN\thand\t-OBL\tput.PFV\t-MSG,"The Almighty has given the key to you, but he has given me the lock.",,,A:PIR032-3,,SN000929 ; SN001280
XV000930,phl,taním šóo wée haát na díti.,taním\tšu\t-u\twée\that\tna\tdit\t-i,3PL.ERG\tgood\t-MSG\tinto\thand\tNEG\tput.PFV\t-F,They did not touch the vegetables.,,,A:UXW035,,SN000930
XV000931,phl,tíi teeṇíi haát máathe díti.,tíi\tteeṇíi\that\tma\t=the\tdit\t-i,3SG.OBL\tREFL\thand\t1SG.NOM\tto\tgive.PFV\t-F,She agreed to marry me.,,,A:DLX319,,SN000930 ; SN002326
XV000932,phl,so ghooṣṭá haazír bhílu.,so\tghoóṣṭ\t-a\thaazír\tbhe\t-íl\t-u,3MSG.NOM\thouse\t-OBL\tpresent\tbecome\t-PFV\t-MSG,He was present at home.,,,A:DLX128,,SN000932
XV000933,phl,haazír ǰanaáb.,haazír\tǰanaáb,present\tSir,"I'm here, Sir [at your service].",,,A:DLX129,,SN000932 ; SN001068
XV000934,phl,"deesá teér bhíla, hafteé yhóola, baát yúunam the gíi.",deés\t-a\tteér\tbhe\t-íl\t-a\thaftá\t-í\tyhéi\t-íl\t-a\tbaát\tyúun\t-am\tthe\tgíi,day\t-PL\tpassed\tbecome\t-PFV\t-MPL\tweek\t-PL\tcome\t-PFV\t-MPL\tword\tmonth\t-PL.OBL\tto\tgo.PFV.FSG,"Days went by, weeks went by, and then they became months.",,,A:SHY037,,SN000934 ; SN002555
XV000935,phl,thée ba hairaán bhe heensíla de ta so maidóona wée nikhaí tas sangí mháala ghašílu.,thée\tba\thairaán\tbhe\t-í\tháans\t-íl\t-a\tde\tta\tso\tmaidáan\t-a\twée\tnikhéi\t-í\ttas\tsangí\tmháala\tghašé\t-íl\t-u,then\tTOP\tsurprised\tbecome\t-CV\texist\t-PFV\t-MPL\tPST\tDS\t3MSG.NOM\tfield\t-OBL\tinto\tcome.out\t-CV\t3SG.ACC\twith\twrestling\tcatch\t-PFV\t-MSG,They were surprised when he came down and started wrestling with it [the bear].,,,A:BEW005,,SN000936
XV000936,phl,anú mhaás halóol.,anú\tmhaás\thaláal,PROX.NOM.MSG\tmeat\tlawful,This meat is lawful.,,,A:DLX131,,SN000937 ; SN001528
XV000937,phl,se čhéeli halóol thíili.,se\tčhéeli\thaláal\tthe\t-íl\t-i,REM\tshe-goat\tslaughter\tdo\t-PFV\t-F,He slaughtered the goat.,,,A:DLX366,,SN000938
XV000938,phl,"qileé šíiṭi ačí ba buṭheé the halóol the, halóol the ṣiṣá áaspara wée geéla.",qilaá\t-í\tšíiṭi\tač\t-í\tba\tbuṭheé\tthe\t-í\thaláal\tthe\t-í\thaláal\tthe\t-í\tṣiṣ\t-a\táaspar\t-a\twée\tgaíl\t-a,fortress\t-OBL\tinside\tenter\t-CV\tTOP\tall\tdo\t-CV\tslaughter\tdo\t-CV\tslaughter\tdo\t-CV\thead\t-PL\t<place>\t-OBL\tinto\tthrow.PFV\t-MPL,"They entered the fort, slaughtered them all and threw their heads into the Aspar.",,,A:MAB126,,SN000938 ; SN001954
XV000939,phl,íṇc̣i nikhaí ba se íṇc̣i mulaáseeba ǰhulí hamlá thíilu.,íṇc̣i\tnikhéi\t-í\tba\tse\tíṇc̣i\tmulaáseeb\t-a\tǰhulí\thamlá\tthe\t-íl\t-u,she.bear\tcome.out\t-CV\tTOP\tREM\tshe.bear\t<person>\t-OBL\ton\tattack\tdo\t-PFV\t-MSG,A she-bear came out and attacked Mullah Sahib.,,,A:SHA014,,SN000941 ; SN001107
XV000940,phl,ǰhanduraá ǰandí tasíi putrá ǰhulí hamlá thíilu.,ǰhanduraá\tǰandé\t-í\ttasíi\tputr\t-a\tǰhulí\thamlá\tthe\t-íl\t-u,snake\tbecome.alive\t-CV\t3SG.GEN\tson\t-OBL\ton\tattack\tdo\t-PFV\t-MSG,"When the snake had regained strength, it attacked his son.",,,A:DLX155,,SN000941 ; SN001070
XV000941,phl,kučúra karáaṛa ǰhulí hamlá the phoó xalóos thíilu.,kučúru\t-a\tkaráṛu\t-a\tǰhulí\thamlá\tthe\t-í\tphoó\txalóos\tthe\t-íl\t-u,dog\t-OBL\tleopard\t-OBL\ton\tattack\tdo\t-CV\tboy\tfree\tdo\t-PFV\t-MSG,The dog attacked the leopard and set the boy free.,,,A:DLX182,,SN000941 ; SN001320 ; SN002505
XV000942,phl,míi tas xáti the hansóolu.,míi\ttas\txáti\tthe\t-í\thansá\t-íl\t-u,1SG.ERG\t3SG.ACC\ttickling\tdo\t-CV\tmake.laugh\t-PFV\t-MSG,I made him laugh as I tickled him.,,,A:DLX132,,SN000942 ; SN002513
XV000943,phl,tíi ṭóoxa the se xálaka bíiḍa hansóola.,tíi\tṭóoxa\tthe\t-í\tse\txálak\t-a\tbíiḍ\t-a\thansá\t-íl\t-a,3SG.OBL\tjoke\tdo\t-CV\tREM\tpeople\t-PL\tmuch\t-MPL\tmake.laugh\t-PFV\t-MPL,He made the people laugh a lot when he told them a joke.,,,A:DLX133,,SN000942 ; SN002410
XV000944,phl,lhookeeráii ba uǰutíi púustu mhaás šiyí haṇḍuká dharíita.,lhookeeró\t-ii\tba\tuǰút\t-ii\tpúustu\tmhaás\tšíi\t-í\thaṇḍúk\t-a\tdharíit\t-a,younger.one\t-GEN\tTOP\tbody\t-GEN\tskin\tmeat\tfall.off\t-CV\tbone\t-PL\tremain.PFV\t-MPL,But the younger one's skin and flesh fell off so that only his bones remained.,,,A:DRA034,,SN000943 ; SN001528 ; SN002149
XV000945,phl,ma típa thíi haṇḍuká čapáanu.,ma\ttípa\tthíi\thaṇḍúk\t-a\tčapé\t-án\t-u,1SG.NOM\tnow\t2SG.GEN\tbone\t-PL\tgnaw\t-PRS\t-MSG,Now I will gnaw on your bones.,,,A:KAT047,,SN000943
XV000946,phl,har guǰúr teeṇíi mheél ištikaáanu.,har\tguǰúr\tteeṇíi\tmheél\tištiká\t-án\t-u,every\tGujar\tREFL\tlassi\tpraise\t-PRS\t-MSG,Every Gujar praises his own lassi [diluted curds]. [Proverb],,,A:NH12:1:192,,SN000945 ; SN001041 ; SN001529 ; SN002694
XV000947,phl,har deés tasíi ghooṣṭá the bíi de.,har\tdeés\ttasíi\tghoóṣṭ\t-a\tthe\tbe\t-e\tde,every\tday\t3SG.GEN\thouse\t-OBL\tto\tgo\t-3SG\tPST,He visited his home every day.,,,A:ABO012,,SN000945
XV000948,phl,so harf taním pičhóolu hínu.,so\tharf\ttaním\tpičhá\t-íl\t-u\thin\t-u,REM.MSG.NOM\tname\t3PL.ERG\twipe\t-PFV\t-MSG\tbe.PRS\t-MSG,They have scratched out the name [in the document].,,,A:BHB061,,SN000947 ; SN001884
XV000949,phl,teeṇíi lo phoó pirsaahibá the hawaalá the hína.,teeṇíi\tlo\tphoó\tpirsaahíb\t-a\tthe\thawaalá\tthe\t-í\thin\t-a,REFL\tDIST.NOM.MSG\tboy\t<person>\t-OBL\tto\tcustody\tdo\t-CV\tbe.PRS\t-MPL,He placed his own son in the custody of Pir Sahib.,,,B:ATI051,,SN000949 ; SN001421 ; SN001862
XV000950,phl,hazrát ba padúši nóo čhooriǰílu umár tasíi nóo de.,hazrát\tba\tpadúši\tnáau\tčhooré\t-íǰ\t-íl\t-u\tumár\ttasíi\tnáau\tde,Lord\tTOP\tlater\tname\tput\t-PASS\t-PFV\t-MSG\t<person>\t3SG.GEN\tname\tPST,He was called Lord later [when he became a Muslim]. His name was Umar.,,,A:BHB181,,SN000950
XV000951,phl,"tu the aní čal pašawéeli de heentá, míi aáǰ teeṇíi zaán kanáa the bač thíili de heentá.",tu\tthe\taní\tčal\tpašawá\t-íl\t-i\tde\theentá\tmíi\taǰ\tteeṇíi\tzaán\tkanáa\tthe\t-í\tbač\tthe\t-íl\t-i\tde\theentá,2SG.NOM\tto\tPROX\ttrick\tshow\t-PFV\t-F\tPST\tCONDL\t1SG.ERG\ttoday\tREFL\tself\thow\tdo\t-CV\tsafe\tdo\t-PFV\t-F\tPST\tCONDL,"If I had taught you that skill, how would I have been able to escape today?",,,A:DLX134,,SN000951
XV000952,phl,"inšaalaáh heeṇṣúka paás bhíla heentá, ghróoma iskuulí the wháaya.",inšaalaáh\theeṇṣúka\tpaás\tbhe\t-íl\t-a\theentá\tghráam\t-a\tiskuúl\t-í\tthe\twhéi\t-íia,God.willing\tthis.year\tpassed\tbecome\t-PFV\t-MPL\tCONDL\tvillage\t-OBL\tschool\t-OBL\tto\tcome.down\t-1PL,"If we, God willing, pass this year, we will come down to the village school.",,,A:OUR013,,SN000951 ; SN001023 ; SN001753 ; SN002651
XV000953,phl,"aṛó míiš thíi khaṇíitu ga heentá, ma tu the bíiḍi inaám dúum.",aṛó\tméeš\tthíi\tkhaṇíit\t-u\tga\theentá\tma\ttu\tthe\tbíiḍ\t-i\tinaám\tde\t-um,DIST.NOM.MSG\tman\t2SG.ERG\tshoot.PFV\t-MSG\twhat\tCONDL\t1SG.NOM\t2SG.NOM\tto\tmuch\t-F\tgift\tgive\t-1SG,"Were you to hit this man, I would reward you greatly.",,,A:BEZ011,,SN000951
XV000954,phl,"súuri na heentá, insaaníi zindagí bi xátum bhíi.",súuri\tna\theentá\tinsaán\t-ii\tzindagí\tbi\txátum\tbhe\t-e,sun\tNEG\tCONDL\tman\t-GEN\tlife\tSEP\tfinished\tbecome\t-3SG,"If it weren't for the sun, the life of man would be over.",,,A:DLX135,,SN000951 ; SN002584
XV000955,phl,heeṇṣúka bíiḍu šid de.,heeṇṣúka\tbíiḍ\t-u\tšid\tde,this.year\tmuch\t-MSG\tcoldness\tPST,It has been very cold this year.,,,A:DLX136,,SN000952
XV000956,phl,heeṇṣúka ziaát mučí ba wíi ziaát bhílu de.,heeṇṣúka\tziaát\tmuč\t-í\tba\twíi\tziaát\tbhe\t-íl\t-u\tde,this.year\texcessively\train\t-CV\tTOP\twater\texcessive\tbecome\t-PFV\t-MSG\tPST,"It rained much this year, so there is plenty of water.",,,A:DLX137,,SN000952 ; SN001564
XV000957,phl,heeṇṣukóoku kaál bíiḍu šidáalu de.,heeṇṣukáak\t-u\tkaál\tbíiḍ\t-u\tšidál\t-u\tde,this.year's\t-MSG\tyear\tmuch\t-MSG\tcold\t-MSG\tPST,This year has been very cold.,,,A:DLX367,,SN000953
XV000958,phl,tasíi heesóob sahíyee purá.,tasíi\theesóob\tsahí\t=ee\tpurá,3SG.GEN\taccount\tcorrect\tCONJ\tcomplete,His account is accurate and complete.,,,A:Q9.0023,,SN000955 ; SN002035
XV000959,phl,hée~ kaakaá gubáa qisá tháanu.,hée~\tkaakaá\tgubáa\tqisá\tthe\t-án\t-u,yes\tuncle\twhat\tstory\tdo\t-PRS\t-MSG,"Yes uncle, what story will you tell me?",,,A:HUA012,,SN000958 ; SN001136 ; SN001956
XV000960,phl,"hée~, áa baát ba dúi híni...",hée~\ta\tbaát\tba\tdúi\thin\t-i,yes\tone\tword\tTOP\tother\tbe.PRS\t-F,Oh yeah!. There is another issue...,,,A:MAR045,,SN000958
XV000961,phl,hiǰ ga xabaár náini.,hiǰ\tga\txabaár\tnáin\t-i,at.all\tany\tnews\tis.not\t-F,There is no news at all.,,,A:SHY049,,SN000960 ; SN001632
XV000962,phl,hiǰ koó na heensíla de.,hiǰ\tkoó\tna\tháans\t-íl\t-a\tde,at.all\tanybody\tNEG\texist\t-PFV\t-MPL\tPST,There was no-one there at all.,,,A:MAB137,,SN000960
XV000963,phl,so míiš ta hiǰ ga bi na bhílu.,so\tméeš\tta\thiǰ\tga\tbi\tna\tbhe\t-íl\t-u,REM.MSG.NOM\tman\tDS\tat.all\tany\tSEP\tNEG\tbecome\t-PFV\t-MSG,And nothing at all happened to the man.,,,A:THA018,,SN000960 ; SN002599
XV000964,phl,ṣačí ba tíi taayúu hiǰrát thíili.,ṣač\t-í\tba\ttíi\ttaayúu\thiǰrát\tthe\t-íl\t-i,fight\t-CV\tTOP\t3SG.OBL\tfrom.there.REM\tmigration\tdo\t-PFV\t-F,"Because of the quarrelling, he migrated from there.",,,B:ATI003,,SN000962 ; SN002202
XV000965,phl,so bíiḍu uxiaár óo hileéṛ de maní.,so\tbíiḍ\t-u\tuxiaár\tóo\thileéṛ\tde\tmaní,3MSG.NOM\tmuch\t-MSG\tclever\tand\tbrave\tPST\tHSAY,He was apparently very wise and brave.,,,A:UXB004,,SN000963 ; SN001706
XV000966,phl,xaán míiš hínuee be ba úča hína.,xaán\tméeš\thin\t-u\t=ee\tbe\tba\tuč\t-a\thin\t-a,leader\tman\tbe.PRS\t-MSG\tCONJ\t1PL.NOM\tTOP\tlittle\t-MPL\tbe.PRS\t-MPL,He is a leader and we are very few.,,,A:BEZ037,,SN000964 ; SN002421 ; SN002493
XV000967,phl,atshareetá wée dúu qóoma hína.,atshareét\t-a\twée\tdu\tqóom\t-a\thin\t-a,<place>\t-OBL\tin\ttwo\ttribe\t-PL\tbe.PRS\t-MPL,In Ashret there are two main clans.,,,A:BHA039,,SN000964
XV000968,phl,asaám ǰhulí bíiḍa kráama hína.,asaám\tǰhulí\tbíiḍ\t-a\tkram\t-a\thin\t-a,1PL.ACC\ton\tmuch\t-MPL\twork\t-PL\tbe.PRS\t-MPL,We have much work to do.,,,A:BHB222,,SN000964
XV000969,phl,be akóoš qóoma hína.,be\takáaš\tqóom\t-a\thin\t-a,1PL.NOM\televen\ttribe\t-PL\tbe.PRS\t-MPL,We are [made up of] eleven clans.,,,A:BHB029,,SN000964
XV000970,phl,buṭheé be ǰáma bhíla hína.,buṭheé\tbe\t-í\tǰáma\tbhe\t-íl\t-a\thin\t-a,all\tgo\t-CV\ttogether\tbecome\t-PFV\t-MPL\tbe.PRS\t-MPL,All came and gathered.,,,A:KAT120,,SN000965
XV000971,phl,áak deés se safarí the nikháata hína.,ak\tdeés\tse\tsafár\t-í\tthe\tnikhát\t-a\thin\t-a,one\tday\t3PL.NOM\ttrip\t-OBL\tto\tcome.out.PFV\t-MPL\tbe.PRS\t-MPL,One day they set out on a journey.,,,A:UNF002,,SN000965 ; SN001671
XV000972,phl,"tíi, xudaái, asaám paidóo thíila hína.",tíi\txudaái\tasaám\tpaidáa\tthe\t-íl\t-a\thin\t-a,3SG.OBL\tGod\t1PL.ACC\tborn\tdo\t-PFV\t-MPL\tbe.PRS\t-MPL,"He, God, has created us.",,,A:BHB110,,SN000965 ; SN001767 ; SN002531
XV000973,phl,líi šíiṭi the géeḍi keéṇ híni.,líi\tšíiṭi\tthe\tgaḍ\t-i\tkeéṇ\thin\t-i,3SG.DIST.OBL\tinside\tto\tbig\t-F\tcave\tbe.PRS\t-F,Inside it is a big cave.,,,A:CAV021,,SN000966 ; SN001414
XV000974,phl,zhaáy naawás híni.,zhay\tnaawás\thin\t-i,place\tdifficult\tbe.PRS\t-F,The place is dangerous.,,,A:GHA039,,SN000966 ; SN001628
XV000975,phl,ni xu uxíi rhaíi híni.,ni\txu\tux\t-ii\trhaíi\thin\t-i,3PL.PROX.NOM\tADVS\tcamel\t-GEN\tfootprints\tbe.PRS\t-F,These must be a camel's footprints.,,,A:HUA061,,SN000966 ; SN001656
XV000976,phl,teeṇíi zhaáy gaḍí kríinti híni šaazaadagaanóom díti híni.,teeṇíi\tzhay\tgaḍé\t-í\tkríint\t-i\thin\t-i\tšaazaadá\t-aán\t-am\tdit\t-i\thin\t-i,REFL\tplace\ttake.off\t-CV\tsell.PFV\t-F\tbe.PRS\t-F\tprince\t-PL\t-PL.OBL\tgive.PFV\t-F\tbe.PRS\t-F,They have sold their property to the princely family.,,,A:BHB051,,SN000967 ; SN002123
XV000977,phl,niaám sangí muqaabilá thainií muškíl hínu.,niaám\tsangí\tmuqaabilá\tthe\t-ainií\tmuškíl\thin\t-u,3PL.PROX.ACC\twith\tcontest\tdo\t-VN\tdifficult\tbe.PRS\t-MSG,It is difficult to compete with them.,,,A:CHA009,,SN000968 ; SN001588
XV000978,phl,buṭhimeém díi taaqatwár hínu.,buṭhimeém\tdíi\ttaaqatwár\thin\t-u,all.OBL\tfrom\tpowerful\tbe.PRS\t-MSG,He is more powerful than all of them.,,,A:KIN003,,SN000968
XV000979,phl,táa yhaí dac̣hílu ta xaamaár múṛu hínu.,táa\tyhéi\t-í\tdac̣hé\t-íl\t-u\tta\txaamaár\tmuṛ\t-u\thin\t-u,there.REM\tcome\t-CV\tlook\t-PFV\t-MSG\tDS\tdragon\tdie.PFV\t-MSG\tbe.PRS\t-MSG,They came and saw that the dragon had died.,,,A:DRA014,,SN000969
XV000980,phl,asím tu na bulaḍílu hínu.,asím\ttu\tna\tbuláḍ\t-íl\t-u\thin\t-u,1PL.ERG\t2SG.NOM\tNEG\tcall.for\t-PFV\t-MSG\tbe.PRS\t-MSG,We have not called for you.,,,A:GHU030,,SN000969
XV000981,phl,áa deés se phaí maníitu hínu ki...,a\tdeés\tse\tphaí\tmaníit\t-u\thin\t-u\tki,one\tday\tREM\tgirl\tsay.PFV\t-MSG\tbe.PRS\t-MSG\tCOMP,One day the girl said...,,,A:SHY014,,SN000969
XV000982,phl,thíi ga hóol híniee.,thíi\tga\thóol\thin\t-i\t=ee,2SG.GEN\tsome\tpower\tbe.PRS\t-F\tQ,You've got the power [to fight].,,,A:DLX408,,SN000972
XV000983,phl,bíiḍu kráam the míi hóol lhaséeli.,bíiḍ\t-u\tkram\tthe\t-í\tmíi\thóol\tlhasá\t-íl\t-i,much\t-MSG\twork\tdo\t-CV\t1SG.ERG\tenergy\tlet.fall\t-PFV\t-F,I did much work and I lost my energy.,,,A:DLX405,,SN000972 ; SN001398
XV000984,phl,"toobaák bi heensíli de, khangaár bi heensílu de, ṭhóngi bi de.",toobák\tbi\tháans\t-íl\t-i\tde\tkhangár\tbi\tháans\t-íl\t-u\tde\tṭhóngi\tbi\tde,rifle\tSEP\texist\t-PFV\t-F\tPST\tsword\tSEP\texist\t-PFV\t-MSG\tPST\taxe\tSEP\tPST,"There was a gun, a sword and also an axe.",,,A:HUA021-2,,SN000973 ; SN002394
XV000985,phl,mulóo haansainií bíiḍu zarurí.,mulóo\tháans\t-ainií\tbíiḍ\t-u\tzarurí,mullah\texist\t-VN\tmuch\t-MSG\tnecessity,The presence of a mullah is important.,,,A:MAR042,,SN000973 ; SN002568
XV000986,phl,se heewandá bíiḍa xošaán hóonsan de.,se\theewánd\t-a\tbíiḍ\t-a\txošán\tháans\t-en\tde,3PL.NOM\twinter\t-OBL\tmuch\t-MPL\thappy\tremain\t-3PL\tPST,They were very happy during the winter.,,,A:SHY008,,SN000973
XV000987,phl,míi putr panǰíiš reetí tu kéeči heensílu de.,míi\tputr\tpanǰéeš\traát\t-í\ttu\tkéeči\tháans\t-íl\t-u\tde,1SG.GEN\tson\tfifteen\tnight\t-PL\t2SG.NOM\tnear\tremain\t-PFV\t-MSG\tPST,My son remained with you for two weeks [i.e. fifteen days].,,,A:BHB265,,SN000973 ; SN001784
XV000988,phl,táa tíi hooṭál lagayíli.,táa\ttíi\thooṭál\tlagayé\t-íl\t-i,there.REM\t3SG.OBL\thotel\tset.up\t-PFV\t-F,There he set up a hotel.,,,A:UXW056,,SN000974 ; SN001380
XV000989,phl,"áak hooṭalí be gúuli khóon de ta, áak šúma ṭeekílu.",ak\thooṭál\t-í\tbe\t-í\tgúuli\tkha\t-en\tde\tta\tak\tšúmu\t-a\tṭaaké\t-íl\t-u,IDEF\thotel\t-OBL\tgo\t-CV\tbread\teat\t-3PL\tPST\tDS\tIDEF\tparrot\t-OBL\tcall\t-PFV\t-MSG,"They went into a hotel, and while they were eating, a parrot started talking to them.",,,A:UXW012,,SN000974
XV000990,phl,kúṛi táru hooṭalwaalá the paiseé de šúmu ghíinu.,kúṛi\ttáru\thooṭalwaalá\tthe\tpaisá\t-í\tde\t-í\tšúmu\tghíin\t-u,woman\tquickly\thotel.owner\tto\tpaisa\t-PL\tgive\t-CV\tparrot\ttake.PFV\t-MSG,The woman immediately bought the parrot from the hotel owner.,,,A:UXW016,,SN000975 ; SN002194 ; SN002639
XV000991,phl,raaǰaá múṛu ta putróom tasíi hukumát bulooṣṭéeli.,raaǰaá\tmuṛ\t-u\tta\tputr\t-am\ttasíi\thukumát\tbulooṣṭá\t-íl\t-i,ruler\tdie.PFV\t-MSG\tDS\tson\t-PL.OBL\t3SG.GEN\tgovernment\tfight.over\t-PFV\t-F,"When the ruler died, his sons started contending for the power.",,,A:MAB003,,SN000979 ; SN001962
